category,from_dish,to_dish,from_E,to_E,E_reduction_pct,E_ratio,from_H,to_H,H_change,from_cuisine,to_cuisine,sub_score
Bread/Pastry,pita,scallion_pancake,0.2214726334827755,0.145579254449721,34.26761033162001,1.5213200144479784,7.042,6.964,-0.0779999999999994,Mediterranean,Chinese,1.402657053321037
Bread/Pastry,pita,blini,0.2214726334827755,0.1563061924550484,29.42415051600281,1.4169152866190384,7.042,7.542095698562323,0.5000956985623235,Mediterranean,Russian,2.1255085266844214
Bread/Pastry,pita,chilaquiles,0.2214726334827755,0.1701742379834779,23.162408236450215,1.3014463064866384,7.042,7.330795008182526,0.2887950081825261,Mediterranean,Mexican,1.6772975032175654
Bread/Pastry,pita,idli,0.2214726334827755,0.1159702392454211,47.63676332297714,1.9097367990600225,7.042,6.451770156934327,-0.5902298430656732,Mediterranean,Indian,0.7825531478540844
Bread/Pastry,pita,injera,0.2214726334827755,0.1348193172949901,39.125970023977985,1.642736648771069,7.042,7.2875367732048035,0.24553677320480372,Mediterranean,African,2.04608890473559
Bread/Pastry,pita,uttapam,0.2214726334827755,0.1644797233120192,25.733612895874458,1.3465041709891519,7.042,7.27104725963191,0.2290472596319102,Mediterranean,Indian,1.6549172614371541
Bread/Pastry,pizza,cornbread,0.3198078040607087,0.2367189718162237,25.980864503454193,1.351001998728648,6.838,6.978,0.13999999999999968,Italian,American,1.5401422785506582
Bread/Pastry,pizza,dosa,0.3198078040607087,0.1613769949862088,49.53938179833322,1.9817434578456445,6.838,6.872,0.03399999999999981,Italian,Indian,2.049122735412396
Bread/Pastry,pizza,naan,0.3198078040607087,0.2138116130018896,33.143716229857226,1.4957457154484977,6.838,7.203,0.3650000000000002,Italian,Indian,2.0416929015871994
Bread/Pastry,pizza,pancake,0.3198078040607087,0.1740145033925502,45.587787044897354,1.8378226976821066,6.838,7.162,0.32399999999999984,Italian,American,2.4332772517311088
Bread/Pastry,pizza,pita,0.3198078040607087,0.2214726334827755,30.748208558183386,1.444005966026412,6.838,7.042,0.20399999999999974,Italian,Mediterranean,1.7385831830957996
Bread/Pastry,pizza,scallion_pancake,0.3198078040607087,0.145579254449721,54.47914259713128,2.1967951770982683,6.838,6.964,0.12600000000000033,Italian,Chinese,2.473591369412651
Bread/Pastry,pizza,waffle,0.3198078040607087,0.1785825277098203,44.15942155185174,1.7908123944822087,6.838,7.266,0.42799999999999994,Italian,American,2.557280099320594
Bread/Pastry,pizza,blini,0.3198078040607087,0.1563061924550484,51.12495990705186,2.046034127231915,6.838,7.542095698562323,0.7040956985623232,Italian,Russian,3.486637955327623
Bread/Pastry,pizza,chilaquiles,0.3198078040607087,0.1701742379834779,46.788591202992045,1.8792962310297439,6.838,7.330795008182526,0.49279500818252586,Italian,Mexican,2.8054040325774365
Bread/Pastry,pizza,focaccia,0.3198078040607087,0.2253479434420961,29.536446396624328,1.4191733866117324,6.838,7.361998827457428,0.5239988274574277,Italian,Italian,2.162818577155067
Bread/Pastry,pizza,idli,0.3198078040607087,0.1159702392454211,63.73752054424331,2.7576713313828556,6.838,6.451770156934327,-0.38622984306567343,Italian,Indian,1.6925763658361486
Bread/Pastry,pizza,injera,0.3198078040607087,0.1348193172949901,57.843643718776306,2.372121521435658,6.838,7.2875367732048035,0.44953677320480345,Italian,African,3.438477375831513
Bread/Pastry,pizza,manakish,0.3198078040607087,0.2410900318939242,24.614087325974577,1.3265077844504956,6.838,7.412879911752848,0.5748799117528476,Italian,Lebanese,2.0890904625148616
Bread/Pastry,pizza,pao_de_queijo,0.3198078040607087,0.2428052824914401,24.077749383079883,1.3171369287321137,6.838,7.055193427801132,0.21719342780113227,Italian,South American,1.6032104131668972
Bread/Pastry,pizza,pretzel,0.3198078040607087,0.207120970625836,35.23579850274119,1.5440628879556644,6.838,7.2801332924366,0.4421332924365995,Italian,German,2.2267444963366665
Bread/Pastry,pizza,roti_caribbean,0.3198078040607087,0.1967827292452522,38.468440498751185,1.625182277364032,6.838,6.949023997545242,0.11102399754524228,Italian,Caribbean,1.8056165105366677
Bread/Pastry,pizza,simit,0.3198078040607087,0.2085930123056449,34.77550902227266,1.5331664302929966,6.838,7.836113430204845,0.9981134302048451,Italian,Turkish,3.063440435107657
Bread/Pastry,pizza,tortilla_espanola,0.3198078040607087,0.1919485336685301,39.980034498441206,1.6661122538866318,6.838,7.174698081493378,0.33669808149337754,Italian,Spanish,2.2270890533228678
Bread/Pastry,pizza,uttapam,0.3198078040607087,0.1644797233120192,48.56919649127879,1.9443600561877832,6.838,7.27104725963191,0.43304725963190993,Italian,Indian,2.786359850257649
Bread/Pastry,pizza_margherita,dosa,0.2942943620278918,0.1613769949862088,45.16476840595598,1.823645074398876,7.126,6.872,-0.25400000000000045,Italian,Indian,1.3604392255015607
Bread/Pastry,pizza_margherita,naan,0.2942943620278918,0.2138116130018896,27.347703323781104,1.3764189788198777,7.126,7.203,0.07699999999999996,Italian,Indian,1.4824032401890082
Bread/Pastry,pizza_margherita,pancake,0.2942943620278918,0.1740145033925502,40.87059561947777,1.6912059414036802,7.126,7.162,0.03599999999999959,Italian,American,1.752089355294212
Bread/Pastry,pizza_margherita,pita,0.2942943620278918,0.2214726334827755,24.744520432985595,1.3288068932037143,7.126,7.042,-0.08400000000000052,Italian,Mediterranean,1.2171871141746016
Bread/Pastry,pizza_margherita,scallion_pancake,0.2942943620278918,0.145579254449721,50.53277492420201,2.021540521967248,7.126,6.964,-0.16199999999999992,Italian,Chinese,1.694050957408554
Bread/Pastry,pizza_margherita,waffle,0.2942943620278918,0.1785825277098203,39.31839995871375,1.6479459989842469,7.126,7.266,0.13999999999999968,Italian,American,1.8786584388420409
Bread/Pastry,pizza_margherita,blini,0.2942943620278918,0.1563061924550484,46.88780601232365,1.8828067999450946,7.126,7.542095698562323,0.416095698562323,Italian,Russian,2.6662346106261405
Bread/Pastry,pizza_margherita,chilaquiles,0.2942943620278918,0.1701742379834779,42.17550183059585,1.7293708231939586,7.126,7.330795008182526,0.2047950081825256,Italian,Mexican,2.0835373350805866
Bread/Pastry,pizza_margherita,focaccia,0.2942943620278918,0.2253479434420961,23.42770622947281,1.305955392947758,7.126,7.361998827457428,0.2359988274574274,Italian,Italian,1.6141593343951328
Bread/Pastry,pizza_margherita,idli,0.2942943620278918,0.1159702392454211,60.59379512189567,2.537671422795754,7.126,6.451770156934327,-0.6742298430656737,Italian,Indian,0.826697617651928
Bread/Pastry,pizza_margherita,injera,0.2942943620278918,0.1348193172949901,54.188956809776535,2.182879782605365,7.126,7.2875367732048035,0.1615367732048032,Italian,African,2.535495138981438
Bread/Pastry,pizza_margherita,pretzel,0.2942943620278918,0.207120970625836,29.621155771171004,1.4208815318828072,7.126,7.2801332924366,0.15413329243659923,Italian,German,1.6398866805542631
Bread/Pastry,pizza_margherita,roti_caribbean,0.2942943620278918,0.1967827292452522,33.13404718687676,1.4955294255580218,7.126,6.949023997545242,-0.17697600245475797,Italian,Caribbean,1.2308566062693025
Bread/Pastry,pizza_margherita,simit,0.2942943620278918,0.2085930123056449,29.1209621318279,1.4108543655176298,7.126,7.836113430204845,0.7101134302048449,Italian,Turkish,2.4127209985348337
Bread/Pastry,pizza_margherita,tortilla_espanola,0.2942943620278918,0.1919485336685301,34.776686734373065,1.5331941140852865,7.126,7.174698081493378,0.04869808149337729,Italian,Spanish,1.6078577259981781
Bread/Pastry,pizza_margherita,uttapam,0.2942943620278918,0.1644797233120192,44.110474227694986,1.7892440241379375,7.126,7.27104725963191,0.14504725963190968,Italian,Indian,2.0487689666519158
Bread/Pastry,waffle,idli,0.1785825277098203,0.1159702392454211,35.06070233597446,1.5398996231429378,7.266,6.451770156934327,-0.8142298430656734,American,Indian,0.28606739465437403
Bread/Pastry,waffle,injera,0.1785825277098203,0.1348193172949901,24.5058746653767,1.3246063790626867,7.266,7.2875367732048035,0.021536773204803517,American,African,1.3531341262341958
Bread/Pastry,chilaquiles,idli,0.1701742379834779,0.1159702392454211,31.852059031002934,1.467395765420023,7.330795008182526,6.451770156934327,-0.8790248512481993,Mexican,Indian,0.17751842099944973
Bread/Pastry,focaccia,dosa,0.2253479434420961,0.1613769949862088,28.387633576218917,1.3964068637004563,7.361998827457428,6.872,-0.48999882745742784,Italian,Indian,0.7121691378337285
Bread/Pastry,focaccia,scallion_pancake,0.2253479434420961,0.145579254449721,35.39801063810104,1.5479399471710098,7.361998827457428,6.964,-0.3979988274574273,Italian,Chinese,0.9318616632224359
Bread/Pastry,focaccia,blini,0.2253479434420961,0.1563061924550484,30.637843830506583,1.44170835398542,7.361998827457428,7.542095698562323,0.18009687110489558,Italian,Russian,1.7013555175839834
Bread/Pastry,focaccia,chilaquiles,0.2253479434420961,0.1701742379834779,24.483784771168892,1.3242189071178623,7.361998827457428,7.330795008182526,-0.03120381927490179,Italian,Mexican,1.2828982196597485
Bread/Pastry,focaccia,idli,0.2253479434420961,0.1159702392454211,48.537254223835404,1.9431532167938819,7.361998827457428,6.451770156934327,-0.9102286705231011,Italian,Indian,0.17443944764889957
Bread/Pastry,focaccia,injera,0.2253479434420961,0.1348193172949901,40.172821089165,1.6714811197940256,7.361998827457428,7.2875367732048035,-0.0744620542526242,Italian,African,1.5470192019696858
Bread/Pastry,focaccia,uttapam,0.2253479434420961,0.1644797233120192,27.010772408365547,1.3700651904345038,7.361998827457428,7.27104725963191,-0.09095156782551772,Italian,Indian,1.2454556133413193
Bread/Pastry,manakish,dosa,0.2410900318939242,0.1613769949862088,33.06359714730465,1.4939553925547295,7.412879911752848,6.872,-0.5408799117528478,Lebanese,Indian,0.6859049316670364
Bread/Pastry,manakish,pancake,0.2410900318939242,0.1740145033925502,27.821775945878247,1.3854594139780512,7.412879911752848,7.162,-0.25087991175284774,Lebanese,American,1.0378754784620856
Bread/Pastry,manakish,scallion_pancake,0.2410900318939242,0.145579254449721,39.61622830023368,1.6560740938345027,7.412879911752848,6.964,-0.44887991175284725,Lebanese,Chinese,0.9126957007378946
Bread/Pastry,manakish,waffle,0.2410900318939242,0.1785825277098203,25.927038000312763,1.3500202678599815,7.412879911752848,7.266,-0.14687991175284765,Lebanese,American,1.1517294100521518
Bread/Pastry,manakish,blini,0.2410900318939242,0.1563061924550484,35.16687885137423,1.5424215004358097,7.412879911752848,7.542095698562323,0.12921578680947565,Lebanese,Russian,1.741726708206475
Bread/Pastry,manakish,chilaquiles,0.2410900318939242,0.1701742379834779,29.41465200919138,1.416724615610334,7.412879911752848,7.330795008182526,-0.08208490357032172,Lebanese,Mexican,1.3004329121522586
Bread/Pastry,manakish,idli,0.2410900318939242,0.1159702392454211,51.897538718462584,2.0788957017129137,7.412879911752848,6.451770156934327,-0.961109754818521,Lebanese,Indian,0.08084876354633802
Bread/Pastry,manakish,injera,0.2410900318939242,0.1348193172949901,44.07926522888823,1.7882454586712486,7.412879911752848,7.2875367732048035,-0.12534313854804413,Lebanese,African,1.5641011603871076
