winner,loser
biryani,fresh_spring_roll
korma,hamburger
osso_buco,cheesecake
baba_ganoush,naan
nachos,chow_mein
bun_cha,sushi
okonomiyaki,sweet_and_sour
tapas,congee
kimbap,spanakopita
banh_mi,dolma
larb,penne_arrabbiata
pasta_bolognese,sashimi
dal,pita
ribs,satay
hummus,chile_relleno
com_tam,donburi
ribs,spanakopita
papaya_salad,ratatouille
ceviche,caprese
cheesecake,bruschetta
dosa,burrito
french_fries,dim_sum
pozole,bun_cha
ceviche,creme_brulee
chana_masala,sweet_and_sour
pad_see_ew,tandoori_chicken
crepe,souffle
korean_fried_chicken,chicken_salad
com_tam,caesar_salad
biryani,souffle
xiao_long_bao,tom_kha
sashimi,patatas_bravas
tiramisu,lasagna
ice_cream,fried_rice
gyro,chow_fun
pad_thai,yakitori
mapo_tofu,tom_yum
tempura,hot_and_sour_soup
crepe,green_curry
tteokbokki,minestrone
dal,xiao_long_bao
lobster_roll,vindaloo
com_tam,sundubu_jjigae
risotto,vindaloo
penne_arrabbiata,nachos
thai_iced_tea,dosa
ice_cream,teriyaki
risotto,hamburger
gyro,korean_fried_chicken
baklava,onigiri
vindaloo,tom_kha
guacamole,udon
bun_cha,coleslaw
kebab,crepe
ravioli,tikka_masala
escargot,steak
souffle,ramen
gyro,congee
bun_cha,spring_rolls
enchilada,bun_bo_hue
osso_buco,yakitori
katsu,quiche
chicken_salad,caesar_salad
creme_brulee,bun_cha
peking_duck,steak
mapo_tofu,fajita
crepe,burrito
tikka_masala,french_fries
palak_paneer,kimchi
satay,fresh_spring_roll
bibimbap,brownie
dan_dan_noodles,mac_and_cheese
edamame,dim_sum
taco,palak_paneer
creme_brulee,char_siu
club_sandwich,caesar_salad
lobster_roll,samosa
crepe,pancake
japchae,fresh_spring_roll
escargot,sushi
palak_paneer,red_curry
gazpacho,pasta_carbonara
red_curry,brownie
massaman_curry,club_sandwich
tamale,lo_mein
moussaka,naan
sundubu_jjigae,papaya_salad
moussaka,kung_pao_chicken
grilled_cheese,pizza
kimbap,enchilada
kimbap,escargot
scallion_pancake,chana_masala
ribs,dosa
ratatouille,yakitori
dal,dumplings
mapo_tofu,thai_iced_tea
tom_kha,bibimbap
coq_au_vin,fajita
pad_see_ew,fish_and_chips
clam_chowder,french_fries
crepe,bun_cha
dal,orange_chicken
com_tam,hamburger
croissant,dosa
quesadilla,dim_sum
miso_soup,buffalo_wings
quesadilla,tteokbokki
cheesecake,waffle
dan_dan_noodles,larb
massaman_curry,tamale
pulled_pork,shawarma
pancake,ramen
pancake,taco
takoyaki,fish_and_chips
bibimbap,ramen
bun_cha,naan
ceviche,fresh_spring_roll
tom_kha,yakitori
banh_mi,xiao_long_bao
osso_buco,ramen
pozole,burrito
samosa,fish_and_chips
naan,caesar_salad
okonomiyaki,samgyeopsal
quiche,souffle
tabbouleh,souffle
chana_masala,dim_sum
gazpacho,dosa
gazpacho,com_tam
ceviche,com_tam
massaman_curry,bibimbap
spanakopita,cornbread
butter_chicken,banh_mi
raita,kung_pao_chicken
lobster_roll,miso_soup
quiche,quesadilla
gyro,chow_mein
kimbap,hamburger
chile_relleno,churros_spanish
pancake,tabbouleh
satay,papaya_salad
larb,burrito
patatas_bravas,kimchi_jjigae
mango_sticky_rice,bun_bo_hue
spring_rolls,yakitori
bun_bo_hue,ramen
quesadilla,pizza_margherita
taco,caesar_salad
korma,dolma
mapo_tofu,grilled_cheese
french_onion_soup,mapo_tofu
kung_pao_chicken,chow_fun
ribs,pad_see_ew
pozole,hamburger
tteokbokki,fried_rice
paneer_tikka,waffle
bun_cha,thai_iced_tea
lobster_roll,pancake
tapas,tandoori_chicken
croissant,pad_see_ew
minestrone,soup
kimbap,penne_arrabbiata
ravioli,hot_and_sour_soup
mac_and_cheese,banh_mi
xiao_long_bao,hot_and_sour_soup
papaya_salad,buffalo_wings
pho,souffle
massaman_curry,tapas
ceviche,tteokbokki
bruschetta,falafel
mapo_tofu,char_siu
edamame,congee
tom_kha,pizza_margherita
lasagna,chicken_sandwich
spring_rolls,kimchi
udon,spring_rolls
mango_sticky_rice,paella
ribs,ice_cream
gnocchi,kebab
red_curry,pad_thai
baba_ganoush,pita
vindaloo,bibimbap
crepe,quesadilla
baba_ganoush,hamburger
red_curry,okonomiyaki
grilled_cheese,pozole
mango_sticky_rice,sushi
french_onion_soup,peking_duck
beef_bourguignon,enchilada
edamame,fajita
escargot,pizza
gnocchi,gelato
gnocchi,burrito
japchae,dosa
beef_bourguignon,clam_chowder
katsu,fresh_spring_roll
hot_and_sour_soup,tom_kha
quesadilla,larb
crepe,edamame
pad_thai,brownie
dal,samosa
chow_fun,fresh_spring_roll
com_tam,samgyeopsal
gnocchi,souffle
crepe,tabbouleh
dal,souffle
biryani,pad_see_ew
beef_bourguignon,gyro
tapas,club_sandwich
tiramisu,spanakopita
soup,dosa
scallion_pancake,spanakopita
penne_arrabbiata,spring_rolls
vindaloo,moussaka
red_curry,lo_mein
vindaloo,tikka_masala
croissant,pizza_margherita
elote,vindaloo
general_tso,ice_cream
baklava,kebab
coq_au_vin,pizza_margherita
tamale,panna_cotta
clam_chowder,dim_sum
lasagna,bun_bo_hue
peking_duck,cornbread
gnocchi,vindaloo
enchilada,chicken_salad
mango_sticky_rice,pad_see_ew
paneer_tikka,miso_soup
ca_phe_sua_da,chicken_salad
kebab,nachos
katsu,miso_soup
chow_fun,mac_and_cheese
bibimbap,fajita
dumplings,onigiri
paella,korean_fried_chicken
banh_mi,fresh_spring_roll
dan_dan_noodles,congee
french_onion_soup,mango_sticky_rice
brisket,grilled_cheese
tandoori_chicken,naan
pho,hot_and_sour_soup
taco,minestrone
vindaloo,minestrone
nachos,pad_thai
bulgogi,pancake
gelato,chow_mein
mac_and_cheese,wonton_soup
ceviche,sushi
brownie,orange_chicken
moussaka,general_tso
bruschetta,satay
souffle,minestrone
gelato,dosa
pita,pizza_margherita
biryani,gyro
kimbap,banh_mi
sushi,hot_and_sour_soup
beef_bourguignon,dolma
gnocchi,spring_rolls
mango_sticky_rice,wonton_soup
tom_yum,banh_mi
ribs,hummus
thai_iced_tea,lo_mein
pho,fajita
caprese,sweet_and_sour
biryani,tom_kha
churros_spanish,fried_rice
lobster_roll,gyro
crepe,waffle
nachos,samosa
bulgogi,baklava
tteokbokki,naan
bun_cha,fajita
souffle,pancake
panna_cotta,papaya_salad
baklava,chile_relleno
thai_iced_tea,souffle
ravioli,tapas
risotto,mapo_tofu
pizza,fish_and_chips
pad_see_ew,pancake
beef_bourguignon,tempura
xiao_long_bao,bibimbap
baklava,green_curry
tandoori_chicken,bun_bo_hue
samosa,waffle
satay,red_curry
french_onion_soup,chow_mein
raita,kimchi
beef_bourguignon,wonton_soup
grilled_cheese,cheesecake
pizza_margherita,coleslaw
grilled_cheese,churros_spanish
samosa,kung_pao_chicken
sundubu_jjigae,moussaka
wonton_soup,pasta_carbonara
waffle,dim_sum
green_curry,pasta_carbonara
shawarma,hummus
churro,clam_chowder
escargot,coq_au_vin
pancake,pasta_carbonara
french_onion_soup,bun_cha
palak_paneer,tom_yum
coq_au_vin,sweet_and_sour
xiao_long_bao,tiramisu
pad_see_ew,lo_mein
gnocchi,clam_chowder
dal,miso_soup
udon,okonomiyaki
satay,kimchi
samosa,lo_mein
baba_ganoush,caprese
tom_yum,fried_chicken
risotto,raita
dan_dan_noodles,hummus
nachos,sweet_and_sour
dal,samgyeopsal
mapo_tofu,chow_mein
kebab,palak_paneer
gazpacho,tom_kha
xiao_long_bao,patatas_bravas
nachos,bun_bo_hue
naan,ramen
paella,brisket
red_curry,dim_sum
kimchi_jjigae,sweet_and_sour
tabbouleh,soup
gnocchi,waffle
japchae,tiramisu
mango_sticky_rice,shawarma
ca_phe_sua_da,fried_rice
pulled_pork,tempura
larb,edamame
raita,vindaloo
panna_cotta,bulgogi
char_siu,bruschetta
spring_rolls,donburi
tabbouleh,pad_see_ew
raita,burrito
creme_brulee,gelato
scallion_pancake,orange_chicken
chow_fun,fish_and_chips
hot_and_sour_soup,fried_rice
creme_brulee,general_tso
congee,club_sandwich
grilled_cheese,bruschetta
butter_chicken,chow_fun
tiramisu,waffle
tamale,steak
satay,quiche
yakitori,coleslaw
bun_bo_hue,kimbap
pho,chana_masala
bulgogi,fried_chicken
shawarma,chana_masala
gazpacho,gelato
tom_yum,dim_sum
guacamole,congee
korma,souffle
tom_yum,yakitori
beef_bourguignon,korean_fried_chicken
scallion_pancake,gnocchi
ribs,udon
ice_cream,burrito
massaman_curry,palak_paneer
churro,tamale
moussaka,kimchi
bibimbap,raita
crepe,chow_mein
baklava,burrito
dolma,samosa
wonton_soup,caesar_salad
paneer_tikka,samgyeopsal
nachos,chile_relleno
waffle,cornbread
coq_au_vin,fried_chicken
tteokbokki,ratatouille
dumplings,chicken_salad
japchae,ice_cream
quesadilla,ice_cream
baba_ganoush,chicken_salad
palak_paneer,donburi
raita,chicken_salad
sundubu_jjigae,char_siu
osso_buco,pasta_carbonara
kimchi_jjigae,caesar_salad
massaman_curry,chicken_salad
dolma,larb
penne_arrabbiata,caesar_salad
gnocchi,tapas
gazpacho,kimchi
beef_bourguignon,ice_cream
risotto,tom_yum
dolma,soup
coq_au_vin,general_tso
pasta_carbonara,okonomiyaki
char_siu,brownie
takoyaki,pancake
chow_fun,congee
grilled_cheese,thai_iced_tea
mac_and_cheese,waffle
quesadilla,bun_cha
pho,pizza
banh_mi,dim_sum
tom_yum,raita
panna_cotta,shawarma
pancake,cornbread
general_tso,korean_fried_chicken
sashimi,minestrone
club_sandwich,orange_chicken
banh_mi,korean_fried_chicken
edamame,tapas
nachos,burrito
dim_sum,fajita
brisket,miso_soup
crepe,dal
japchae,teriyaki
takoyaki,dolma
ca_phe_sua_da,papaya_salad
cheesecake,korean_fried_chicken
tapas,waffle
brisket,biryani
lobster_roll,red_curry
pita,kimchi
coq_au_vin,grilled_cheese
crepe,club_sandwich
mac_and_cheese,green_curry
kung_pao_chicken,pasta_carbonara
fish_and_chips,ramen
mango_sticky_rice,dolma
japchae,burrito
ravioli,panna_cotta
croissant,burrito
quesadilla,ratatouille
chana_masala,pizza_margherita
dan_dan_noodles,nachos
tikka_masala,pasta_carbonara
baklava,bun_cha
kung_pao_chicken,burrito
taco,ratatouille
xiao_long_bao,satay
fresh_spring_roll,kimchi
panna_cotta,chile_relleno
pho,donburi
elote,orange_chicken
ceviche,pasta_carbonara
tapas,falafel
sashimi,okonomiyaki
panna_cotta,cheesecake
crepe,orange_chicken
satay,bun_bo_hue
penne_arrabbiata,bun_cha
gelato,miso_soup
bibimbap,fish_and_chips
lobster_roll,chile_relleno
red_curry,bun_cha
tikka_masala,baba_ganoush
wonton_soup,teriyaki
brisket,cheesecake
com_tam,tapas
thai_iced_tea,mac_and_cheese
enchilada,soup
gazpacho,baba_ganoush
guacamole,pasta_carbonara
clam_chowder,fresh_spring_roll
scallion_pancake,lasagna
fried_chicken,french_fries
gnocchi,samosa
massaman_curry,xiao_long_bao
croissant,minestrone
dal,ravioli
yakitori,fish_and_chips
dolma,okonomiyaki
orange_chicken,dosa
sashimi,lasagna
fresh_spring_roll,general_tso
guacamole,waffle
japchae,soup
brisket,udon
biryani,donburi
guacamole,chow_mein
ravioli,pad_see_ew
ice_cream,tom_yum
enchilada,onigiri
lasagna,ice_cream
lobster_roll,fish_and_chips
beef_bourguignon,onigiri
pho,crepe
quesadilla,sweet_and_sour
taco,green_curry
french_onion_soup,ravioli
xiao_long_bao,chow_fun
kung_pao_chicken,pancake
moussaka,kimchi_jjigae
risotto,pad_thai
penne_arrabbiata,waffle
butter_chicken,lasagna
tiramisu,spring_rolls
korma,onigiri
ratatouille,donburi
waffle,quesadilla
papaya_salad,ice_cream
takoyaki,steak
bulgogi,pad_thai
scallion_pancake,pulled_pork
tabbouleh,buffalo_wings
churro,elote
ice_cream,tandoori_chicken
tapas,hot_and_sour_soup
mango_sticky_rice,brownie
paella,hot_and_sour_soup
elote,onigiri
com_tam,pad_see_ew
spanakopita,donburi
grilled_cheese,tabbouleh
sashimi,kebab
patatas_bravas,donburi
udon,pizza_margherita
mango_sticky_rice,pasta_carbonara
hot_and_sour_soup,naan
hummus,chana_masala
japchae,chow_fun
pita,enchilada
paneer_tikka,banh_mi
dan_dan_noodles,ribs
elote,steak
pad_thai,tom_kha
fried_chicken,raita
panna_cotta,kimchi
pizza,chicken_sandwich
congee,ratatouille
shawarma,creme_brulee
peking_duck,vindaloo
kebab,minestrone
nachos,shawarma
fried_chicken,dosa
gazpacho,caesar_salad
dumplings,penne_arrabbiata
beef_bourguignon,hummus
dan_dan_noodles,french_fries
bun_bo_hue,coleslaw
moussaka,char_siu
soup,kimchi
french_onion_soup,moussaka
elote,ribs
onigiri,kung_pao_chicken
mac_and_cheese,dosa
chile_relleno,lo_mein
xiao_long_bao,souffle
gazpacho,kung_pao_chicken
gyro,spring_rolls
mango_sticky_rice,hot_and_sour_soup
miso_soup,lo_mein
steak,club_sandwich
mapo_tofu,baklava
tiramisu,churros_spanish
gazpacho,fajita
okonomiyaki,teriyaki
sundubu_jjigae,udon
katsu,caesar_salad
raita,dosa
hummus,chicken_sandwich
dumplings,shawarma
chana_masala,souffle
enchilada,cornbread
panna_cotta,brisket
clam_chowder,bibimbap
tapas,banh_mi
raita,cornbread
ca_phe_sua_da,samgyeopsal
paneer_tikka,fried_chicken
baba_ganoush,congee
moussaka,fried_rice
vindaloo,udon
chile_relleno,dumplings
kimbap,coq_au_vin
tempura,pizza_margherita
kimbap,french_fries
beef_bourguignon,cornbread
ceviche,udon
pita,teriyaki
elote,lo_mein
tabbouleh,samosa
panna_cotta,caprese
tteokbokki,french_fries
gnocchi,bulgogi
ca_phe_sua_da,clam_chowder
pancake,samosa
kimbap,lo_mein
falafel,fried_chicken
char_siu,okonomiyaki
souffle,dosa
quesadilla,general_tso
pad_see_ew,orange_chicken
edamame,hamburger
bun_bo_hue,grilled_cheese
buffalo_wings,kimchi
pho,onigiri
mapo_tofu,teriyaki
samosa,osso_buco
com_tam,quiche
larb,french_onion_soup
gelato,guacamole
guacamole,lo_mein
peking_duck,moussaka
nachos,french_fries
pad_thai,korean_fried_chicken
clam_chowder,tom_kha
pho,miso_soup
moussaka,taco
elote,chow_fun
massaman_curry,steak
peking_duck,gyro
lo_mein,pizza_margherita
sundubu_jjigae,takoyaki
katsu,enchilada
lasagna,udon
spring_rolls,hamburger
wonton_soup,kung_pao_chicken
paneer_tikka,pad_thai
steak,chow_mein
french_onion_soup,banh_mi
pulled_pork,crepe
risotto,mac_and_cheese
ravioli,sundubu_jjigae
sundubu_jjigae,caprese
tamale,udon
osso_buco,baba_ganoush
clam_chowder,pita
escargot,dal
scallion_pancake,caprese
dolma,pasta_carbonara
ice_cream,quiche
club_sandwich,chicken_sandwich
escargot,lobster_roll
club_sandwich,coleslaw
pho,pozole
buffalo_wings,ratatouille
beef_bourguignon,shawarma
cheesecake,tikka_masala
bulgogi,char_siu
pasta_carbonara,orange_chicken
pasta_bolognese,pad_thai
baklava,kimchi
pho,ice_cream
french_onion_soup,kung_pao_chicken
tiramisu,sashimi
bun_bo_hue,bun_cha
quesadilla,miso_soup
creme_brulee,tapas
dan_dan_noodles,dal
fish_and_chips,chow_mein
takoyaki,fajita
pancake,ratatouille
brisket,pizza
pulled_pork,ice_cream
osso_buco,spring_rolls
ca_phe_sua_da,tapas
quesadilla,club_sandwich
ceviche,hamburger
japchae,yakitori
beef_bourguignon,club_sandwich
tikka_masala,mac_and_cheese
larb,char_siu
ca_phe_sua_da,pasta_bolognese
nachos,dal
osso_buco,gyro
beef_bourguignon,pizza
chicken_sandwich,raita
crepe,char_siu
kimchi,chicken_salad
larb,pad_thai
japchae,tempura
falafel,waffle
ratatouille,palak_paneer
panna_cotta,xiao_long_bao
french_onion_soup,fried_rice
mango_sticky_rice,club_sandwich
lobster_roll,char_siu
osso_buco,dolma
dumplings,udon
mango_sticky_rice,chile_relleno
com_tam,sashimi
moussaka,caesar_salad
quesadilla,grilled_cheese
banh_mi,congee
chow_fun,kimbap
chile_relleno,french_fries
baklava,katsu
lobster_roll,baba_ganoush
pho,fried_chicken
dim_sum,burrito
clam_chowder,grilled_cheese
larb,lo_mein
scallion_pancake,ravioli
samgyeopsal,caprese
bibimbap,papaya_salad
fresh_spring_roll,spanakopita
sashimi,thai_iced_tea
samosa,tandoori_chicken
ice_cream,sweet_and_sour
tom_yum,bulgogi
kimchi_jjigae,chow_mein
cheesecake,kimchi_jjigae
samosa,moussaka
red_curry,chow_fun
elote,kung_pao_chicken
ratatouille,cornbread
raita,ramen
creme_brulee,spring_rolls
baba_ganoush,pulled_pork
lasagna,ramen
lobster_roll,yakitori
guacamole,onigiri
creme_brulee,clam_chowder
tiramisu,bulgogi
elote,brisket
caesar_salad,minestrone
chana_masala,cheesecake
tiramisu,fajita
french_onion_soup,pasta_carbonara
hummus,bun_bo_hue
peking_duck,papaya_salad
lobster_roll,shawarma
coq_au_vin,gazpacho
massaman_curry,red_curry
bruschetta,fish_and_chips
sweet_and_sour,donburi
fish_and_chips,dosa
gelato,samosa
chile_relleno,sundubu_jjigae
larb,chow_mein
mango_sticky_rice,gyro
tiramisu,tikka_masala
bun_cha,takoyaki
osso_buco,donburi
japchae,taco
crepe,spanakopita
mapo_tofu,kimbap
chana_masala,kimbap
elote,quiche
moussaka,ramen
pasta_carbonara,brownie
escargot,tapas
brownie,chicken_sandwich
clam_chowder,bun_bo_hue
soup,chicken_sandwich
com_tam,clam_chowder
ravioli,thai_iced_tea
penne_arrabbiata,baklava
korma,club_sandwich
paella,penne_arrabbiata
guacamole,brisket
onigiri,wonton_soup
massaman_curry,enchilada
samosa,buffalo_wings
hot_and_sour_soup,samosa
moussaka,korean_fried_chicken
baklava,naan
caprese,fish_and_chips
falafel,samosa
creme_brulee,miso_soup
satay,banh_mi
udon,pasta_carbonara
dan_dan_noodles,onigiri
mapo_tofu,lo_mein
pasta_bolognese,ice_cream
char_siu,ramen
dal,enchilada
katsu,kebab
ice_cream,wonton_soup
mango_sticky_rice,ca_phe_sua_da
paella,chow_mein
korean_fried_chicken,cornbread
dan_dan_noodles,ratatouille
shawarma,samgyeopsal
tamale,shawarma
ice_cream,sundubu_jjigae
churros_spanish,tapas
coq_au_vin,taco
pad_thai,caprese
penne_arrabbiata,chow_mein
hummus,tteokbokki
soup,cornbread
clam_chowder,quiche
falafel,fried_rice
kimbap,paneer_tikka
osso_buco,grilled_cheese
falafel,wonton_soup
osso_buco,burrito
quiche,pancake
bibimbap,tikka_masala
osso_buco,pasta_bolognese
nachos,red_curry
vindaloo,croissant
onigiri,falafel
penne_arrabbiata,hamburger
ravioli,donburi
ribs,bibimbap
onigiri,steak
peking_duck,sushi
com_tam,kimchi_jjigae
clam_chowder,steak
ice_cream,hot_and_sour_soup
dan_dan_noodles,pozole
tom_yum,orange_chicken
spring_rolls,pozole
paneer_tikka,soup
paella,spanakopita
tikka_masala,tandoori_chicken
tapas,tabbouleh
gnocchi,takoyaki
biryani,naan
moussaka,bun_bo_hue
larb,teriyaki
butter_chicken,mac_and_cheese
elote,grilled_cheese
mango_sticky_rice,cornbread
com_tam,ratatouille
tom_kha,kung_pao_chicken
bulgogi,mac_and_cheese
tiramisu,raita
ceviche,caesar_salad
scallion_pancake,congee
shawarma,bruschetta
pozole,ramen
gelato,paneer_tikka
tiramisu,palak_paneer
hummus,ice_cream
paneer_tikka,moussaka
tiramisu,chicken_sandwich
elote,samgyeopsal
croissant,falafel
chile_relleno,chicken_salad
pad_see_ew,korean_fried_chicken
caprese,minestrone
scallion_pancake,tom_yum
biryani,fried_rice
com_tam,patatas_bravas
red_curry,buffalo_wings
pasta_carbonara,chicken_sandwich
raita,pozole
gelato,banh_mi
shawarma,kimbap
guacamole,takoyaki
escargot,guacamole
churro,palak_paneer
korma,coleslaw
kung_pao_chicken,naan
quiche,green_curry
nachos,chicken_salad
coq_au_vin,clam_chowder
brisket,tabbouleh
baba_ganoush,ravioli
churros_spanish,scallion_pancake
dal,pizza
red_curry,shawarma
gazpacho,biryani
osso_buco,wonton_soup
elote,udon
gelato,croissant
tiramisu,congee
dolma,minestrone
gelato,pasta_carbonara
raita,pasta_carbonara
risotto,bun_bo_hue
churro,kimchi
dan_dan_noodles,waffle
dan_dan_noodles,ramen
churros_spanish,kimchi
bun_cha,buffalo_wings
escargot,caesar_salad
banh_mi,kung_pao_chicken
ca_phe_sua_da,steak
pulled_pork,pozole
sundubu_jjigae,fresh_spring_roll
guacamole,ice_cream
satay,coq_au_vin
osso_buco,kimchi_jjigae
caprese,donburi
mac_and_cheese,soup
korma,escargot
lobster_roll,hamburger
japchae,katsu
dan_dan_noodles,coq_au_vin
kebab,ice_cream
bruschetta,caprese
dan_dan_noodles,chicken_sandwich
tamale,ramen
bibimbap,banh_mi
gazpacho,tom_yum
tempura,sushi
paella,kimchi_jjigae
scallion_pancake,pizza
kimbap,fried_chicken
sushi,tteokbokki
paneer_tikka,wonton_soup
tamale,yakitori
edamame,fried_rice
tiramisu,korma
tom_yum,kebab
hot_and_sour_soup,okonomiyaki
gyro,bibimbap
buffalo_wings,chicken_sandwich
scallion_pancake,korma
mango_sticky_rice,vindaloo
crepe,thai_iced_tea
onigiri,hamburger
nachos,raita
fried_chicken,minestrone
crepe,tikka_masala
ceviche,pizza
crepe,chana_masala
french_onion_soup,coq_au_vin
falafel,burrito
ribs,minestrone
pho,scallion_pancake
ca_phe_sua_da,pizza
onigiri,coleslaw
dim_sum,coleslaw
pad_see_ew,fajita
cornbread,fried_rice
katsu,nachos
dan_dan_noodles,pizza_margherita
xiao_long_bao,escargot
ceviche,dan_dan_noodles
palak_paneer,risotto
fried_rice,pizza_margherita
croissant,tandoori_chicken
dal,taco
baba_ganoush,lo_mein
panna_cotta,kung_pao_chicken
clam_chowder,coleslaw
beef_bourguignon,bibimbap
teriyaki,fried_chicken
sundubu_jjigae,samgyeopsal
clam_chowder,ratatouille
chana_masala,chow_mein
sashimi,miso_soup
guacamole,raita
fish_and_chips,caesar_salad
pulled_pork,pizza
katsu,ravioli
brisket,dim_sum
palak_paneer,fish_and_chips
churros_spanish,sweet_and_sour
gyro,pasta_carbonara
pulled_pork,spanakopita
penne_arrabbiata,dal
churro,bun_bo_hue
pho,tom_yum
ca_phe_sua_da,pho
crepe,congee
french_onion_soup,nachos
ca_phe_sua_da,coq_au_vin
udon,ice_cream
pita,okonomiyaki
mac_and_cheese,tapas
edamame,dumplings
banh_mi,tabbouleh
mango_sticky_rice,tiramisu
hummus,udon
fresh_spring_roll,onigiri
chana_masala,taco
mapo_tofu,spring_rolls
mango_sticky_rice,pozole
bun_bo_hue,pasta_bolognese
guacamole,burrito
vindaloo,pad_thai
papaya_salad,coleslaw
tapas,fried_chicken
guacamole,hot_and_sour_soup
kimbap,palak_paneer
moussaka,churros_spanish
gelato,nachos
moussaka,teriyaki
kimbap,orange_chicken
churros_spanish,donburi
lasagna,mac_and_cheese
biryani,char_siu
ribs,katsu
mango_sticky_rice,tamale
larb,croissant
peking_duck,palak_paneer
hummus,tandoori_chicken
lobster_roll,croissant
gnocchi,french_fries
chile_relleno,gazpacho
red_curry,papaya_salad
baba_ganoush,teriyaki
chile_relleno,xiao_long_bao
yakitori,dosa
korma,xiao_long_bao
moussaka,tikka_masala
ceviche,edamame
larb,pita
club_sandwich,ratatouille
panna_cotta,cornbread
baba_ganoush,tiramisu
gyro,pita
paneer_tikka,paella
edamame,buffalo_wings
samosa,minestrone
banh_mi,miso_soup
xiao_long_bao,croissant
gazpacho,orange_chicken
dumplings,caprese
paella,enchilada
fried_chicken,fried_rice
larb,tom_kha
tabbouleh,red_curry
spanakopita,soup
mango_sticky_rice,dim_sum
churro,tempura
tapas,spring_rolls
tandoori_chicken,falafel
ceviche,quiche
lasagna,tabbouleh
bulgogi,congee
mac_and_cheese,french_fries
katsu,sushi
minestrone,hamburger
hummus,crepe
kung_pao_chicken,fish_and_chips
fried_chicken,coleslaw
bulgogi,quiche
quiche,ravioli
risotto,japchae
ca_phe_sua_da,buffalo_wings
guacamole,biryani
coq_au_vin,quiche
coq_au_vin,chicken_salad
pasta_bolognese,brownie
brisket,fried_chicken
french_fries,dosa
peking_duck,spring_rolls
elote,chicken_salad
pancake,soup
grilled_cheese,pasta_carbonara
pasta_bolognese,minestrone
pad_thai,coleslaw
gelato,churros_spanish
korma,bruschetta
red_curry,fried_rice
caesar_salad,congee
mac_and_cheese,spanakopita
palak_paneer,dosa
mango_sticky_rice,baba_ganoush
dolma,pad_thai
escargot,katsu
tteokbokki,kimchi
dolma,tom_kha
bruschetta,brownie
satay,penne_arrabbiata
pasta_carbonara,satay
gyro,cornbread
red_curry,enchilada
chile_relleno,com_tam
ca_phe_sua_da,hummus
french_fries,minestrone
sashimi,papaya_salad
samosa,panna_cotta
mapo_tofu,bun_cha
tempura,spring_rolls
churro,tiramisu
edamame,quesadilla
elote,katsu
raita,ratatouille
edamame,waffle
japchae,mac_and_cheese
dan_dan_noodles,caprese
tempura,penne_arrabbiata
ca_phe_sua_da,moussaka
tandoori_chicken,miso_soup
brisket,churro
churros_spanish,fresh_spring_roll
ceviche,congee
bibimbap,fried_chicken
gelato,tiramisu
shawarma,penne_arrabbiata
osso_buco,bun_bo_hue
ribs,raita
pho,pasta_bolognese
pulled_pork,chana_masala
croissant,okonomiyaki
samosa,french_fries
chile_relleno,steak
tom_kha,buffalo_wings
kimbap,char_siu
pad_see_ew,panna_cotta
beef_bourguignon,osso_buco
vindaloo,pozole
com_tam,burrito
spring_rolls,minestrone
penne_arrabbiata,ramen
sweet_and_sour,teriyaki
general_tso,waffle
ca_phe_sua_da,croissant
tempura,quiche
paneer_tikka,com_tam
mango_sticky_rice,baklava
hot_and_sour_soup,ramen
hummus,cornbread
tamale,dosa
pasta_bolognese,french_fries
brisket,orange_chicken
gyro,tteokbokki
paneer_tikka,minestrone
pad_thai,teriyaki
general_tso,ramen
fajita,ca_phe_sua_da
churro,pho
gazpacho,lo_mein
tom_yum,waffle
samosa,chana_masala
guacamole,samgyeopsal
naan,quesadilla
korean_fried_chicken,thai_iced_tea
japchae,pasta_bolognese
creme_brulee,satay
quesadilla,green_curry
char_siu,pita
peking_duck,escargot
gnocchi,buffalo_wings
spring_rolls,buffalo_wings
chicken_sandwich,orange_chicken
tandoori_chicken,waffle
patatas_bravas,dim_sum
caesar_salad,donburi
baba_ganoush,quiche
tapas,caesar_salad
bun_cha,falafel
palak_paneer,sashimi
brisket,steak
satay,com_tam
shawarma,korean_fried_chicken
baklava,lasagna
green_curry,waffle
buffalo_wings,donburi
ceviche,tiramisu
xiao_long_bao,ratatouille
char_siu,lo_mein
churro,creme_brulee
sashimi,enchilada
bulgogi,com_tam
risotto,minestrone
udon,hot_and_sour_soup
sushi,chicken_salad
croissant,sweet_and_sour
panna_cotta,croissant
vindaloo,chile_relleno
japchae,sundubu_jjigae
char_siu,dim_sum
gyro,samgyeopsal
osso_buco,okonomiyaki
churro,hummus
tapas,baba_ganoush
tom_kha,enchilada
brisket,coq_au_vin
bibimbap,bruschetta
japchae,kimchi
xiao_long_bao,pho
creme_brulee,dal
sashimi,char_siu
ca_phe_sua_da,katsu
patatas_bravas,fish_and_chips
club_sandwich,pizza_margherita
baba_ganoush,patatas_bravas
croissant,fish_and_chips
tamale,okonomiyaki
dolma,chow_mein
dolma,pizza
gyro,soup
bulgogi,clam_chowder
tteokbokki,bun_bo_hue
larb,tandoori_chicken
elote,bruschetta
elote,green_curry
tom_kha,hamburger
penne_arrabbiata,pad_thai
souffle,pad_thai
mango_sticky_rice,crepe
ca_phe_sua_da,wonton_soup
tandoori_chicken,fajita
moussaka,banh_mi
kebab,falafel
panna_cotta,chicken_sandwich
char_siu,clam_chowder
